article_url,article_title,comment,sentiment,score,human_label
https://news.yahoo.co.jp/articles/50d19d083c2feae14b3804a129e7b3d8f3b79316,永野芽郁に元マネージャー男性と“おそろいコーデ”旅行報道「二股疑惑」から1年、CM「ゼロ」で愛用ブランドに漂う未練…は甚大だったようだ。 「騒動前の永野さんは透明感のあるイメージから、モスバーガーやサントリー、JCBなど大手企業のCMに10社以上、出演していました。SmartFLASHエンタメ総合4/14(火) 18:00,"この恋愛だけを見れば別に良いと思うが彼女の事を思うなら写真を撮られる可能性は完全に排除する位でないと…配慮がないとは思います。

韓国の方との真偽は分からんが独身なら悪ではない。
もうお一人は事実ならば倫理的にどうかとは思うが相手も悪い。

何にせよイメージが大事なお仕事なんだから彼も軽率。
ましてや透明感を売りにしてるタイプの女優さんな訳だし。",neutral,0.6415,neutral
https://news.yahoo.co.jp/articles/50d19d083c2feae14b3804a129e7b3d8f3b79316,永野芽郁に元マネージャー男性と“おそろいコーデ”旅行報道「二股疑惑」から1年、CM「ゼロ」で愛用ブランドに漂う未練…は甚大だったようだ。 「騒動前の永野さんは透明感のあるイメージから、モスバーガーやサントリー、JCBなど大手企業のCMに10社以上、出演していました。SmartFLASHエンタメ総合4/14(火) 18:00,"もうニュースにするレベルじゃないね。
もっと世間が、感心あるモノにした方がいい。
個人的な意見だけど、彼女の代わりはいくらでもいると思うから、もっと新しい俳優を探すべきだ。",positive,0.676,negative
https://news.yahoo.co.jp/articles/50d19d083c2feae14b3804a129e7b3d8f3b79316,永野芽郁に元マネージャー男性と“おそろいコーデ”旅行報道「二股疑惑」から1年、CM「ゼロ」で愛用ブランドに漂う未練…は甚大だったようだ。 「騒動前の永野さんは透明感のあるイメージから、モスバーガーやサントリー、JCBなど大手企業のCMに10社以上、出演していました。SmartFLASHエンタメ総合4/14(火) 18:00,永野のような可愛く見せて、本当は気の強い女性はマネージャーのような、常に気を使ってくれて、お世話してくれる男性が合ってるのかもしれない。,neutral,0.7957,neutral
https://news.yahoo.co.jp/articles/50d19d083c2feae14b3804a129e7b3d8f3b79316,永野芽郁に元マネージャー男性と“おそろいコーデ”旅行報道「二股疑惑」から1年、CM「ゼロ」で愛用ブランドに漂う未練…は甚大だったようだ。 「騒動前の永野さんは透明感のあるイメージから、モスバーガーやサントリー、JCBなど大手企業のCMに10社以上、出演していました。SmartFLASHエンタメ総合4/14(火) 18:00,はじめて私は彼女の主演映画を観だしたが、、魅力を感じなかった。映画も面白くなく。開始30分で録画を削除した。常に私はWOWOWを多数録画しているので、次のを観る。,negative,0.9225,negative
https://news.yahoo.co.jp/articles/06dde80631e139af2ec9b01a3fea7df4501bfda3,モスバーガー公式の“ブレンドコーヒーおかわり”情報にSNS「知らなかった」「早く教えてよー」…かわりします」とコメント。モスバーガーのロゴが入った、ホットコーヒー入りのカップを写した写真を投稿しました。モスバーガーの「ブレンドコーヒー」を注…オトナンサーライフ総合4/14(火) 17:15,"昔、閉店10分くらい前に行って、
注文しようとしたら、片付けが始まっていて、断られたことがあった。

閉店近くの時間に行った自分も悪いかな、とも思ったが、
営業時間の表示を注文可能時間にして欲しいと、
本部にメールしたことがあった。
そのことは1店舗というより全店舗なので、店舗名は記さなかった。

返事のメールには、店舗名を知らせよ、という命令指示だった。
1店舗だけ指導しても、他店舗でも起こりえるので、
断れない表示にしてもらいたい、と返答したら、
恫喝するような、店舗名を知らせよ、という命令指示だった。
もちろん、注文拒否の謝罪は、全く無かった。

モスバーガーの本部は、
大日本帝国軍の様な組織、人材で、構成されいるのだろうと思った。",negative,0.487,negative
https://news.yahoo.co.jp/articles/06dde80631e139af2ec9b01a3fea7df4501bfda3,モスバーガー公式の“ブレンドコーヒーおかわり”情報にSNS「知らなかった」「早く教えてよー」…かわりします」とコメント。モスバーガーのロゴが入った、ホットコーヒー入りのカップを写した写真を投稿しました。モスバーガーの「ブレンドコーヒー」を注…オトナンサーライフ総合4/14(火) 17:15,モスバーガーのブレンドコーヒーおかわり制度は、実は店員さんも知らないことがあり、レシートを持っていったら「こちらが何か？」って顔されてしまったことがあります。スタバやタリーズならレシート持参＝おかわりって認識してくれるから、会話はサブ程度だけど、モスの場合はちゃんと意思表示を。,neutral,0.8921,neutral
https://news.yahoo.co.jp/articles/06dde80631e139af2ec9b01a3fea7df4501bfda3,モスバーガー公式の“ブレンドコーヒーおかわり”情報にSNS「知らなかった」「早く教えてよー」…かわりします」とコメント。モスバーガーのロゴが入った、ホットコーヒー入りのカップを写した写真を投稿しました。モスバーガーの「ブレンドコーヒー」を注…オトナンサーライフ総合4/14(火) 17:15,スタバのお代わりは別店舗もOKだけどモスは発行店舗だけなんだね、もっともモスに朝晩別店舗で行く事は無いか。,neutral,0.9006,neutral
https://news.yahoo.co.jp/articles/06dde80631e139af2ec9b01a3fea7df4501bfda3,モスバーガー公式の“ブレンドコーヒーおかわり”情報にSNS「知らなかった」「早く教えてよー」…かわりします」とコメント。モスバーガーのロゴが入った、ホットコーヒー入りのカップを写した写真を投稿しました。モスバーガーの「ブレンドコーヒー」を注…オトナンサーライフ総合4/14(火) 17:15,そんなことよりLサイズ作ってください。,neutral,0.8909,negative
https://news.yahoo.co.jp/articles/06dde80631e139af2ec9b01a3fea7df4501bfda3,モスバーガー公式の“ブレンドコーヒーおかわり”情報にSNS「知らなかった」「早く教えてよー」…かわりします」とコメント。モスバーガーのロゴが入った、ホットコーヒー入りのカップを写した写真を投稿しました。モスバーガーの「ブレンドコーヒー」を注…オトナンサーライフ総合4/14(火) 17:15,"ミスドならおかわり無料だぞ
yahooって妙にモスバーガー上げ多いな
スポンサーか？",neutral,0.9536,neutral
https://news.yahoo.co.jp/articles/06dde80631e139af2ec9b01a3fea7df4501bfda3,モスバーガー公式の“ブレンドコーヒーおかわり”情報にSNS「知らなかった」「早く教えてよー」…かわりします」とコメント。モスバーガーのロゴが入った、ホットコーヒー入りのカップを写した写真を投稿しました。モスバーガーの「ブレンドコーヒー」を注…オトナンサーライフ総合4/14(火) 17:15,"フレッシュネスバーガーもそんな感じよ

スタバもね",positive,0.5988,negative
https://news.yahoo.co.jp/articles/06dde80631e139af2ec9b01a3fea7df4501bfda3,モスバーガー公式の“ブレンドコーヒーおかわり”情報にSNS「知らなかった」「早く教えてよー」…かわりします」とコメント。モスバーガーのロゴが入った、ホットコーヒー入りのカップを写した写真を投稿しました。モスバーガーの「ブレンドコーヒー」を注…オトナンサーライフ総合4/14(火) 17:15,まず300円ってのが高過ぎ,negative,0.6784,negative
https://news.yahoo.co.jp/articles/06dde80631e139af2ec9b01a3fea7df4501bfda3,モスバーガー公式の“ブレンドコーヒーおかわり”情報にSNS「知らなかった」「早く教えてよー」…かわりします」とコメント。モスバーガーのロゴが入った、ホットコーヒー入りのカップを写した写真を投稿しました。モスバーガーの「ブレンドコーヒー」を注…オトナンサーライフ総合4/14(火) 17:15,3杯目は・・・,neutral,0.8707,neutral
https://news.yahoo.co.jp/articles/80aa2511caf5b074386eb1df45333f8954799814,マクドナルド「株主優待券5000円分」が“3000円”で売られてるのを発見！ でも“転売品は規約違反”なら「買うだけ損」ですか？ 優待内容や必要投資額も確認…ょうか。本記事では、マクドナルドの株主優待の内容・必要な投資額・フリマアプリで購入した際のリスクについて解説します。マクドナルドの株主優待券とはマ…ファイナンシャルフィールド経済総合4/17(金) 13:20,"マクドナルドは今のところ紙の優待券だけれど、
他飲食業でも紙から電子優待に切り替わりつつあるから注意が必要。
紙で届いた優待券を電子優待に変換しようとしても、既に優待が引き抜かれた後とか普通にあり得てきている",neutral,0.5089,neutral
https://news.yahoo.co.jp/articles/80aa2511caf5b074386eb1df45333f8954799814,マクドナルド「株主優待券5000円分」が“3000円”で売られてるのを発見！ でも“転売品は規約違反”なら「買うだけ損」ですか？ 優待内容や必要投資額も確認…ょうか。本記事では、マクドナルドの株主優待の内容・必要な投資額・フリマアプリで購入した際のリスクについて解説します。マクドナルドの株主優待券とはマ…ファイナンシャルフィールド経済総合4/17(金) 13:20,倍ビックマック、ポテトＬ、シェイクＬ(優待だとLが注文できる)で1500円位、×６枚で9000円相当になる、シェイクLは500ml位あって冷凍すればアイスクリーム500円相当、色々食べたいが、ケチなのでいつも同じ注文、優待を1円単位で使えるマックカードにして欲しい,neutral,0.5538,neutral
https://news.yahoo.co.jp/articles/80aa2511caf5b074386eb1df45333f8954799814,マクドナルド「株主優待券5000円分」が“3000円”で売られてるのを発見！ でも“転売品は規約違反”なら「買うだけ損」ですか？ 優待内容や必要投資額も確認…ょうか。本記事では、マクドナルドの株主優待の内容・必要な投資額・フリマアプリで購入した際のリスクについて解説します。マクドナルドの株主優待券とはマ…ファイナンシャルフィールド経済総合4/17(金) 13:20,"転売品の優待についてお答えしない
ということは結局暗に認めてるようなもん
そもそも欲しかったら株を買って
という最後のまとめだけど７７万払って１年継続保有してやっともらえるものを買わないと思う。",positive,0.6458,negative
https://news.yahoo.co.jp/articles/80aa2511caf5b074386eb1df45333f8954799814,マクドナルド「株主優待券5000円分」が“3000円”で売られてるのを発見！ でも“転売品は規約違反”なら「買うだけ損」ですか？ 優待内容や必要投資額も確認…ょうか。本記事では、マクドナルドの株主優待の内容・必要な投資額・フリマアプリで購入した際のリスクについて解説します。マクドナルドの株主優待券とはマ…ファイナンシャルフィールド経済総合4/17(金) 13:20,"そんなこと言ったら金券ショップに鉄道や航空系の割引券が売っているけどね。マックの場合というか、株主優待には興味はなく、株価の上昇を期待している人からしたら、手元で余らせるより、千円で売って現金にする→金券ショップが三千円で売る→購入者が高い種類をの商品を買って五千円分くらいにするの流れだろう。マックの店員はこの人本当に株主なのだろうか？って確認しないけどね。
メルカリだとしたら、メルカリ側が違反商品として取り下げないと。",neutral,0.9085,neutral
https://news.yahoo.co.jp/articles/80aa2511caf5b074386eb1df45333f8954799814,マクドナルド「株主優待券5000円分」が“3000円”で売られてるのを発見！ でも“転売品は規約違反”なら「買うだけ損」ですか？ 優待内容や必要投資額も確認…ょうか。本記事では、マクドナルドの株主優待の内容・必要な投資額・フリマアプリで購入した際のリスクについて解説します。マクドナルドの株主優待券とはマ…ファイナンシャルフィールド経済総合4/17(金) 13:20,"マクドの株は優待除いたら利回り1%ぐらいだから投資面では弱いよね。
有事で下がりにくいというメリットはあるが、
好景気では上がりにくい謎の値動きをする。",neutral,0.6146,negative
https://news.yahoo.co.jp/articles/80aa2511caf5b074386eb1df45333f8954799814,マクドナルド「株主優待券5000円分」が“3000円”で売られてるのを発見！ でも“転売品は規約違反”なら「買うだけ損」ですか？ 優待内容や必要投資額も確認…ょうか。本記事では、マクドナルドの株主優待の内容・必要な投資額・フリマアプリで購入した際のリスクについて解説します。マクドナルドの株主優待券とはマ…ファイナンシャルフィールド経済総合4/17(金) 13:20,"マクドナルドの株主優待券で、普段食べれない高額なハンバーガーを食べてます
金券ショップでも高くは売れず、自分で使った方がいいかと、使ってます",neutral,0.8475,neutral
https://news.yahoo.co.jp/articles/80aa2511caf5b074386eb1df45333f8954799814,マクドナルド「株主優待券5000円分」が“3000円”で売られてるのを発見！ でも“転売品は規約違反”なら「買うだけ損」ですか？ 優待内容や必要投資額も確認…ょうか。本記事では、マクドナルドの株主優待の内容・必要な投資額・フリマアプリで購入した際のリスクについて解説します。マクドナルドの株主優待券とはマ…ファイナンシャルフィールド経済総合4/17(金) 13:20,"マクドナルド「株主優待券5000円分」というのは存在しなく、ハンバーガーやドリンク引換券が正しい。
しかも、5000円分相当と交換できるのが3000円だと、かなり安い。
どこで売ってるのか教えろ。",neutral,0.8789,negative
https://news.yahoo.co.jp/articles/80aa2511caf5b074386eb1df45333f8954799814,マクドナルド「株主優待券5000円分」が“3000円”で売られてるのを発見！ でも“転売品は規約違反”なら「買うだけ損」ですか？ 優待内容や必要投資額も確認…ょうか。本記事では、マクドナルドの株主優待の内容・必要な投資額・フリマアプリで購入した際のリスクについて解説します。マクドナルドの株主優待券とはマ…ファイナンシャルフィールド経済総合4/17(金) 13:20,">>フリマアプリでの購入は転売禁止の規約に反するうえ、精巧な偽造品も多く出回っているため、使えなくても返金は受けられません。

転売禁止ならば、そもそも掲載させてはダメだろ！とフリマサイトに言いたい。",negative,0.6735,negative
https://news.yahoo.co.jp/articles/80aa2511caf5b074386eb1df45333f8954799814,マクドナルド「株主優待券5000円分」が“3000円”で売られてるのを発見！ でも“転売品は規約違反”なら「買うだけ損」ですか？ 優待内容や必要投資額も確認…ょうか。本記事では、マクドナルドの株主優待の内容・必要な投資額・フリマアプリで購入した際のリスクについて解説します。マクドナルドの株主優待券とはマ…ファイナンシャルフィールド経済総合4/17(金) 13:20,"＞転売品の優待についてお答えしない
使い方がたどたどしい人がいたら問い詰めて、無効にすればマック側が儲かる。

使い方を時々変更してみると面白いかもしれない。",positive,0.8206,positive
https://news.yahoo.co.jp/articles/80aa2511caf5b074386eb1df45333f8954799814,マクドナルド「株主優待券5000円分」が“3000円”で売られてるのを発見！ でも“転売品は規約違反”なら「買うだけ損」ですか？ 優待内容や必要投資額も確認…ょうか。本記事では、マクドナルドの株主優待の内容・必要な投資額・フリマアプリで購入した際のリスクについて解説します。マクドナルドの株主優待券とはマ…ファイナンシャルフィールド経済総合4/17(金) 13:20,マックの株主優待券は、ハンバーガー類、ポテト、ドリンクに別れているし、5000円分はどう計算して出したか疑問。確実に詐欺と言える。,negative,0.7491,negative
https://news.yahoo.co.jp/articles/9d300a8704e50a35da5b76336835227b009fb494,マクドナルド、「刃牙」コラボ「バキ恋、はじまる」日本マクドナルドは公式Xアカウントにて、次のコラボの画像を投稿した。 　投稿されたのは、「刃牙」シリーズに登場する範馬刃牙と列海王に加え、徳川寒子…GAME Watchエンタメ総合4/17(金) 12:11,"マクドとアニメのコラボが目立っている。
次は何とコラボだろうか。
秋になったら、月見バーガーシリーズとコラボした時は、『セーラームーン』とコラボだろうか。",positive,0.8192,neutral
https://news.yahoo.co.jp/articles/9d300a8704e50a35da5b76336835227b009fb494,マクドナルド、「刃牙」コラボ「バキ恋、はじまる」日本マクドナルドは公式Xアカウントにて、次のコラボの画像を投稿した。 　投稿されたのは、「刃牙」シリーズに登場する範馬刃牙と列海王に加え、徳川寒子…GAME Watchエンタメ総合4/17(金) 12:11,絵柄や書体が某ときめもチックなのは気のせいか？,negative,0.5635,negative
https://news.yahoo.co.jp/articles/9d300a8704e50a35da5b76336835227b009fb494,マクドナルド、「刃牙」コラボ「バキ恋、はじまる」日本マクドナルドは公式Xアカウントにて、次のコラボの画像を投稿した。 　投稿されたのは、「刃牙」シリーズに登場する範馬刃牙と列海王に加え、徳川寒子…GAME Watchエンタメ総合4/17(金) 12:11,バキ童からバキ恋を経てバキ特別編SAGAへ至る。,neutral,0.7067,neutral
https://news.yahoo.co.jp/articles/9d300a8704e50a35da5b76336835227b009fb494,マクドナルド、「刃牙」コラボ「バキ恋、はじまる」日本マクドナルドは公式Xアカウントにて、次のコラボの画像を投稿した。 　投稿されたのは、「刃牙」シリーズに登場する範馬刃牙と列海王に加え、徳川寒子…GAME Watchエンタメ総合4/17(金) 12:11,私はいっこうに構わんっ！,negative,0.7933,negative
https://news.yahoo.co.jp/articles/db26eb803fe6474126d68b32e44e0c05c4173a94,マクドナルド、謎のビジュアル公開でネット衝撃　野沢雅子？そっくりな美少女に「情報量が多すぎるッ！w」マクドナルドは17日、公式Xを更新し、アニメ『刃牙』とコラボレーションした謎のビジュアルを公開した。また、中央には声優・野沢雅子と思われる人物がお…オリコンエンタメ総合4/17(金) 11:37,"内容とは異なるが
声優 野沢雅子氏の声といえば
ドラゴンボールの悟空 悟飯 悟天
あまりにも有名だが
以前の
銀河鉄道999での鉄郎等も味わい深い
それと
映画の吹替での
インディジョーンズでのアジア系の可愛い少年（キーホイクアン）の声
グーニーズでのマウス（コリーフェルドマン）の声もとてもいい",positive,0.9734,positive
https://news.yahoo.co.jp/articles/db26eb803fe6474126d68b32e44e0c05c4173a94,マクドナルド、謎のビジュアル公開でネット衝撃　野沢雅子？そっくりな美少女に「情報量が多すぎるッ！w」マクドナルドは17日、公式Xを更新し、アニメ『刃牙』とコラボレーションした謎のビジュアルを公開した。また、中央には声優・野沢雅子と思われる人物がお…オリコンエンタメ総合4/17(金) 11:37,今や大ベテランである大塚明夫さんは、父親である大塚周夫さんと初アニメ化されたゲゲゲの鬼太郎で共演していた野沢雅子さんにオムツを取り替えてもらったことがあるらしい。,neutral,0.8112,neutral
https://news.yahoo.co.jp/articles/db26eb803fe6474126d68b32e44e0c05c4173a94,マクドナルド、謎のビジュアル公開でネット衝撃　野沢雅子？そっくりな美少女に「情報量が多すぎるッ！w」マクドナルドは17日、公式Xを更新し、アニメ『刃牙』とコラボレーションした謎のビジュアルを公開した。また、中央には声優・野沢雅子と思われる人物がお…オリコンエンタメ総合4/17(金) 11:37,"昔のマクドは他社キャラに頼らないってスタンスだった
メモ用のペンだって他社キャラ入りは使用禁止にしてたくらい
まぁ、コレも時代ってヤツですかね…
変わったなぁ、と思う",neutral,0.8051,neutral
https://news.yahoo.co.jp/articles/db26eb803fe6474126d68b32e44e0c05c4173a94,マクドナルド、謎のビジュアル公開でネット衝撃　野沢雅子？そっくりな美少女に「情報量が多すぎるッ！w」マクドナルドは17日、公式Xを更新し、アニメ『刃牙』とコラボレーションした謎のビジュアルを公開した。また、中央には声優・野沢雅子と思われる人物がお…オリコンエンタメ総合4/17(金) 11:37,マクドナルドと刃牙と美少女キャラ化した野沢雅子というカオス過ぎるコラボ,neutral,0.7847,neutral
https://news.yahoo.co.jp/articles/db26eb803fe6474126d68b32e44e0c05c4173a94,マクドナルド、謎のビジュアル公開でネット衝撃　野沢雅子？そっくりな美少女に「情報量が多すぎるッ！w」マクドナルドは17日、公式Xを更新し、アニメ『刃牙』とコラボレーションした謎のビジュアルを公開した。また、中央には声優・野沢雅子と思われる人物がお…オリコンエンタメ総合4/17(金) 11:37,かわいい女の子の役がこないのよね…みたいなお話を以前されていたような記憶がある。,negative,0.7376,neutral
https://news.yahoo.co.jp/articles/db26eb803fe6474126d68b32e44e0c05c4173a94,マクドナルド、謎のビジュアル公開でネット衝撃　野沢雅子？そっくりな美少女に「情報量が多すぎるッ！w」マクドナルドは17日、公式Xを更新し、アニメ『刃牙』とコラボレーションした謎のビジュアルを公開した。また、中央には声優・野沢雅子と思われる人物がお…オリコンエンタメ総合4/17(金) 11:37,髪の毛の部分が「ときメモ」とかのあの時代のドット絵を彷彿させる,neutral,0.7107,neutral
https://news.yahoo.co.jp/articles/db26eb803fe6474126d68b32e44e0c05c4173a94,マクドナルド、謎のビジュアル公開でネット衝撃　野沢雅子？そっくりな美少女に「情報量が多すぎるッ！w」マクドナルドは17日、公式Xを更新し、アニメ『刃牙』とコラボレーションした謎のビジュアルを公開した。また、中央には声優・野沢雅子と思われる人物がお…オリコンエンタメ総合4/17(金) 11:37,オラ、野沢先生には、いつまでも元気で、悟空をやって欲しいっゾ,positive,0.9386,positive
https://news.yahoo.co.jp/articles/db26eb803fe6474126d68b32e44e0c05c4173a94,マクドナルド、謎のビジュアル公開でネット衝撃　野沢雅子？そっくりな美少女に「情報量が多すぎるッ！w」マクドナルドは17日、公式Xを更新し、アニメ『刃牙』とコラボレーションした謎のビジュアルを公開した。また、中央には声優・野沢雅子と思われる人物がお…オリコンエンタメ総合4/17(金) 11:37,"野沢キャラだけど
つっえぇやつで、ワクワクするぞぅ
とかいいそう",positive,0.9893,neutral
https://news.yahoo.co.jp/articles/db26eb803fe6474126d68b32e44e0c05c4173a94,マクドナルド、謎のビジュアル公開でネット衝撃　野沢雅子？そっくりな美少女に「情報量が多すぎるッ！w」マクドナルドは17日、公式Xを更新し、アニメ『刃牙』とコラボレーションした謎のビジュアルを公開した。また、中央には声優・野沢雅子と思われる人物がお…オリコンエンタメ総合4/17(金) 11:37,実質ドラゴンボールと刃牙のコラボ,neutral,0.6981,neutral
https://news.yahoo.co.jp/articles/db26eb803fe6474126d68b32e44e0c05c4173a94,マクドナルド、謎のビジュアル公開でネット衝撃　野沢雅子？そっくりな美少女に「情報量が多すぎるッ！w」マクドナルドは17日、公式Xを更新し、アニメ『刃牙』とコラボレーションした謎のビジュアルを公開した。また、中央には声優・野沢雅子と思われる人物がお…オリコンエンタメ総合4/17(金) 11:37,徳川翁の姉役やってるからか,neutral,0.9406,neutral
https://news.yahoo.co.jp/articles/878682d57aa723d70a4ad43028236aa52b0e59d1,「最高です」『ガンダム』お笑い芸人（55歳）のコスプレ姿に「すばらしい」「すき」と反響…愛あふれるコスプレ姿　お笑い芸人のなだぎ武さんが、マクドナルドと『機動戦士ガンダム』のコラボキャンペーンに合わせてSNSに投稿した、ガンダムのコスプ…マグミクスエンタメ総合4/17(金) 11:35,関係ないですが、なだぎサウザーを思い出した。受付嬢とのやり取りが結構好き。,positive,0.987,positive
https://news.yahoo.co.jp/articles/878682d57aa723d70a4ad43028236aa52b0e59d1,「最高です」『ガンダム』お笑い芸人（55歳）のコスプレ姿に「すばらしい」「すき」と反響…愛あふれるコスプレ姿　お笑い芸人のなだぎ武さんが、マクドナルドと『機動戦士ガンダム』のコラボキャンペーンに合わせてSNSに投稿した、ガンダムのコスプ…マグミクスエンタメ総合4/17(金) 11:35,"ギレンってああ見えて35歳なのよね。
なだぎさんのギレン、おじいちゃんじゃないか",neutral,0.9034,neutral
